,registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
14961,4,10.0,48.0,1013.93,144.0,6.0,200.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
14962,6,10.0,48.0,448.01,39.0,2.0,116.0,Volkswagen,Golf VW Life TDI,Manuelle Schaltung,Diesel
14963,39,33000.0,48.0,266.52,125.0,5.0,116.0,Seat,Leon Reference TSI,Manuelle Schaltung,Benzin
14964,52,118849.0,48.0,397.46,119.0,5.0,136.0,Opel,"Insignia ST 1.6 CDTI OPC-Line LED,Navi,AGR",Manuelle Schaltung,Diesel
14965,51,109005.0,48.0,386.03,121.0,5.0,150.0,Skoda,Octavia ŠKODA Combi Style Limited TDI DSG,Automatik,Diesel
14966,14,26000.0,48.0,282.04,0.0,4.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14967,64,59172.0,36.0,384.95,,,116.0,Volkswagen,T-Roc VW Design TSI,Manuelle Schaltung,Benzin
14968,64,59172.0,36.0,384.95,130.0,6.0,116.0,Volkswagen,T-Roc VW Design TSI,Manuelle Schaltung,Benzin
14969,26,21500.0,36.0,1204.35,42.0,2.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
14970,64,97435.0,36.0,583.26,132.0,6.0,150.0,Seat,Alhambra Executive Plus TDI 4Drive,Manuelle Schaltung,Diesel
14971,16,10700.0,48.0,290.77,50.0,3.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14972,38,30300.0,48.0,610.97,114.0,5.0,150.0,Audi,Q3 35 TFSI,Automatik,Benzin
14973,51,109005.0,48.0,386.03,127.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style Limited TDI DSG,Automatik,Diesel
14974,64,59172.0,36.0,384.95,123.0,5.0,116.0,Volkswagen,T-Roc VW Design TSI,Manuelle Schaltung,Benzin
14975,26,21500.0,36.0,1204.35,189.0,7.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
14976,64,97435.0,36.0,583.26,42.0,2.0,150.0,Seat,Alhambra Executive Plus TDI 4Drive,Manuelle Schaltung,Diesel
14977,7,12428.0,48.0,444.96,132.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
14978,14,25000.0,48.0,282.04,134.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14979,10,15436.0,48.0,338.3,135.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
14980,10,30000.0,48.0,346.56,125.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
14981,5,5100.0,48.0,826.6,150.0,6.0,150.0,Volkswagen,Tiguan VW Allspace R-Line TDI 4MOTION DSG,Automatik,Diesel
14982,11,0.0,48.0,590.34,124.0,5.0,116.0,Audi,Q2 30 TDI intense,Manuelle Schaltung,Diesel
14983,9,15000.0,48.0,427.67,138.0,5.0,110.0,Seat,Leon SP Kombi Style 1.0 TSI,Manuelle Schaltung,Benzin
14984,4,0.0,48.0,1860.25,123.0,5.0,344.0,Audi,A6 allroad 55 TDI quattro,Automatik,Diesel
14985,4,10.0,48.0,546.44,,,110.0,Skoda,Octavia ŠKODA Combi Ambition TSI,Manuelle Schaltung,Benzin
14986,4,12.0,48.0,293.71,112.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
14987,4,15000.0,48.0,809.32,135.0,6.0,150.0,Seat,Alhambra FR TSI DSG,Automatik,Benzin
14988,8,9350.0,48.0,843.41,150.0,6.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
14989,21,26900.0,48.0,436.88,123.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI DSG,Automatik,Benzin
14990,6,3000.0,48.0,384.14,135.0,6.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
14991,6,2421.0,48.0,401.88,150.0,6.0,110.0,Seat,Ibiza FR Austria 1.0 TSI DSG,Automatik,Benzin
14992,11,3500.0,48.0,927.1,136.0,5.0,200.0,Volkswagen,Tiguan VW R-Line TDI 4MOTION DSG,Automatik,Diesel
14993,7,24000.0,48.0,733.42,135.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
14994,8,9350.0,48.0,843.41,115.0,5.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
14995,6,15000.0,48.0,335.41,135.0,5.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
14996,6,3000.0,48.0,384.14,,,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
14997,43,36800.0,48.0,652.69,124.0,5.0,190.0,Seat,Tarraco Xcellence 2.0 TSI DSG 4Drive,Automatik,Benzin
14998,4,9.0,48.0,385.09,125.0,6.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
14999,5,5417.0,48.0,421.02,137.0,6.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
15000,11,3500.0,48.0,927.1,152.0,6.0,200.0,Volkswagen,Tiguan VW R-Line TDI 4MOTION DSG,Automatik,Diesel
15001,7,24000.0,48.0,733.42,170.0,8.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15002,8,9350.0,48.0,843.41,129.0,6.0,200.0,Skoda,Octavia ŠKODA Combi 4x4 RS TDI DSG,Automatik,Diesel
15003,21,26900.0,48.0,436.88,114.0,4.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI DSG,Automatik,Benzin
15004,6,3000.0,48.0,384.14,123.0,5.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
15005,43,36800.0,48.0,652.69,134.0,6.0,190.0,Seat,Tarraco Xcellence 2.0 TSI DSG 4Drive,Automatik,Benzin
15006,4,9.0,48.0,385.09,129.0,5.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
15007,4,10.0,48.0,418.79,124.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15008,10,30000.0,48.0,346.56,137.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
15009,5,5100.0,48.0,826.6,152.0,6.0,150.0,Volkswagen,Tiguan VW Allspace R-Line TDI 4MOTION DSG,Automatik,Diesel
15010,11,0.0,48.0,590.34,170.0,8.0,116.0,Audi,Q2 30 TDI intense,Manuelle Schaltung,Diesel
15011,9,15000.0,48.0,427.67,146.0,6.0,110.0,Seat,Leon SP Kombi Style 1.0 TSI,Manuelle Schaltung,Benzin
15012,43,36500.0,48.0,630.64,127.0,6.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
15013,11,38000.0,48.0,511.87,125.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15014,4,5000.0,48.0,489.77,124.0,5.0,150.0,Seat,Ateca Style 1.5 TSI ACT DSG,Automatik,Benzin
15015,12,7100.0,48.0,379.73,156.0,6.0,95.0,Skoda,Scala ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
15016,66,45331.0,36.0,445.44,144.0,6.0,125.0,Volkswagen,Tiguan VW TSI,Manuelle Schaltung,Benzin
15017,26,40000.0,48.0,763.66,154.0,7.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
15018,40,58243.0,48.0,272.36,156.0,6.0,95.0,Seat,Ibiza Style TDI,Manuelle Schaltung,Diesel
15019,4,10.0,48.0,418.79,134.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15020,7,0.0,48.0,420.34,125.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15021,28,54873.0,48.0,384.19,129.0,5.0,110.0,Seat,Leon FR 1.0 TSI,Manuelle Schaltung,Benzin
15022,14,1.0,48.0,676.87,156.0,6.0,150.0,Volkswagen,T-Roc VW R-Line TSI DSG,Automatik,Benzin
15023,11,35000.0,48.0,371.34,141.0,5.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
15024,12,10.0,48.0,456.7,127.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15025,11,35000.0,48.0,371.34,146.0,7.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
15026,14,9000.0,48.0,691.74,131.0,6.0,150.0,Volkswagen,Golf VW Style eHybrid DSG,Automatik,Hybrid
15027,12,7257.0,48.0,429.28,187.0,6.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
15028,4,1000.0,48.0,859.24,123.0,5.0,150.0,Seat,Alhambra FR TSI DSG,Automatik,Benzin
15029,7,15000.0,48.0,784.02,154.0,7.0,190.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
15030,4,201.0,48.0,624.04,199.0,9.0,150.0,Seat,Ateca Xperience 2.0 TDI,Manuelle Schaltung,Diesel
15031,11,25000.0,48.0,535.81,164.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15032,11,50000.0,48.0,520.32,175.0,7.0,150.0,Seat,Leon SP Kombi FR 2.0 TDI DSG 4Drive,Automatik,Diesel
15033,7,201.0,48.0,780.67,110.0,4.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
15034,4,201.0,48.0,361.06,128.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15035,8,7172.0,48.0,697.42,139.0,4.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
15036,6,3607.0,48.0,403.81,124.0,6.0,110.0,Volkswagen,Golf VW Life TSI,Manuelle Schaltung,Benzin
15037,7,1.0,48.0,330.08,123.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15038,14,20800.0,48.0,1438.21,,,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
15039,11,18000.0,48.0,718.73,147.0,6.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
15040,7,201.0,48.0,495.35,127.0,6.0,110.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
15041,11,15000.0,48.0,1110.34,131.0,6.0,390.0,Cupra,Formentor VZ5 2.5 TSI DSG 4Drive,Automatik,Benzin
15042,11,6784.0,36.0,650.82,155.0,7.0,120.0,Hyundai,"KONA Edition 30 plus 1,0 T-GDi 2WD 48V k2bx1",Manuelle Schaltung,Hybrid
15043,25,19849.0,36.0,1040.42,187.0,6.0,220.0,BMW,X1 xDrive25e,Automatik,Hybrid
15044,8,13.0,48.0,478.84,170.0,7.0,110.0,Audi,A1 Sportback 30 TFSI intense,Automatik,Benzin
15045,7,201.0,48.0,389.88,39.0,2.0,110.0,Seat,Leon SP Kombi Style 1.0 TSI,Manuelle Schaltung,Benzin
15046,11,35000.0,48.0,354.82,134.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
15047,9,1.0,48.0,839.87,126.0,6.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
15048,17,21000.0,48.0,624.08,130.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
15049,4,15000.0,48.0,826.55,128.0,6.0,150.0,Seat,Alhambra FR TSI DSG,Automatik,Benzin
15050,4,15000.0,48.0,547.99,166.0,9.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
15051,24,25000.0,48.0,606.88,124.0,6.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
15052,62,57337.0,36.0,492.85,124.0,6.0,150.0,Seat,Ateca Style 1.4 TSI ACT DSG,Automatik,Benzin
15053,34,10.0,36.0,701.33,138.0,6.0,105.0,Hyundai,"IONIQ Level 5 1,6 GDi PHEV i0p50",Automatik,Hybrid
15054,6,1000.0,48.0,1182.47,170.0,7.0,204.0,Audi,Q5 40 TDI quattro intense,Automatik,Diesel
15055,7,201.0,48.0,780.67,127.0,6.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
15056,4,1.0,48.0,666.43,193.0,7.0,150.0,Volkswagen,T-Roc VW R-Line TSI DSG,Automatik,Benzin
15057,4,201.0,48.0,361.06,122.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15058,8,7172.0,48.0,697.42,126.0,6.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
15059,6,3607.0,48.0,403.81,197.0,9.0,110.0,Volkswagen,Golf VW Life TSI,Manuelle Schaltung,Benzin
15060,7,1.0,48.0,330.08,,,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15061,23,25000.0,48.0,477.01,193.0,7.0,131.0,Seat,Leon SP Kombi FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
15062,14,11900.0,48.0,412.76,122.0,5.0,110.0,Audi,A1 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
15063,14,15000.0,48.0,346.56,197.0,9.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15064,4,3101.0,48.0,385.66,137.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15065,4,201.0,48.0,319.52,155.0,6.0,95.0,Volkswagen,Polo VW TSI,Manuelle Schaltung,Benzin
15066,13,20000.0,48.0,814.48,112.0,4.0,300.0,Cupra,Ateca 2.0 TSI DSG 4Drive,Automatik,Benzin
15067,5,1.0,48.0,797.71,172.0,7.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
15068,6,40000.0,48.0,677.78,123.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15069,12,10.0,48.0,440.18,168.0,9.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15070,4,1000.0,48.0,274.61,157.0,7.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
15071,47,80856.0,48.0,601.48,151.0,7.0,190.0,Seat,Tarraco Xcellence 2.0 TDI DSG 4Drive,Automatik,Diesel
15072,4,15000.0,48.0,344.62,198.0,9.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15073,4,4000.0,48.0,345.02,119.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15074,4,1.0,48.0,366.8,137.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15075,11,6389.0,48.0,427.67,123.0,5.0,110.0,Seat,Leon SP Kombi Style 1.0 TSI,Manuelle Schaltung,Benzin
15076,10,11750.0,48.0,640.96,168.0,9.0,150.0,Volkswagen,Tiguan VW Life TDI DSG,Automatik,Diesel
15077,9,11900.0,48.0,528.38,157.0,7.0,110.0,Audi,A1 citycarver 30 TFSI intense,Automatik,Benzin
15078,11,30000.0,48.0,675.22,,,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
15079,5,1.0,48.0,454.2,151.0,7.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
15080,4,2000.0,48.0,618.68,198.0,9.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
15081,5,360.0,48.0,455.94,119.0,5.0,150.0,Seat,Arona FR Austria 1.5 TSI ACT DSG,Automatik,Benzin
15082,4,1.0,48.0,613.63,137.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15083,4,5000.0,48.0,756.7,133.0,6.0,190.0,Cupra,Formentor 2.0 TSI DSG 4Drive,Automatik,Benzin
15084,26,21000.0,48.0,448.45,127.0,6.0,116.0,Volkswagen,Golf VW Sportsvan Comfortline TDI SCR,Manuelle Schaltung,Diesel
15085,8,1.0,48.0,285.91,130.0,6.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
15086,12,15000.0,48.0,509.42,173.0,7.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
15087,7,100.0,48.0,606.32,39.0,2.0,150.0,Volkswagen,Tiguan VW Life TDI DSG,Automatik,Diesel
15088,4,1000.0,48.0,859.24,125.0,6.0,150.0,Seat,Alhambra FR TSI DSG,Automatik,Benzin
15089,7,15000.0,48.0,784.02,123.0,5.0,190.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
15090,11,50000.0,48.0,621.55,168.0,9.0,150.0,Seat,Leon SP Kombi FR 2.0 TDI DSG 4Drive,Automatik,Diesel
15091,4,1.0,48.0,304.07,151.0,7.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
15092,11,5400.0,48.0,396.12,198.0,9.0,110.0,Seat,Leon Style 1.0 TSI,Manuelle Schaltung,Benzin
15093,10,18.0,48.0,561.42,119.0,5.0,150.0,Skoda,Octavia ŠKODA Combi Ambition TSI ACT,Manuelle Schaltung,Benzin
15094,11,30000.0,48.0,675.22,137.0,6.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
15095,4,1.0,48.0,613.63,131.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15096,26,21000.0,48.0,448.45,176.0,7.0,116.0,Volkswagen,Golf VW Sportsvan Comfortline TDI SCR,Manuelle Schaltung,Diesel
15097,12,10.0,48.0,422.46,125.0,5.0,110.0,Volkswagen,"Taigo 1,0 TSI Life DSG Aut.",Automatik,Benzin
15098,8,1.0,48.0,285.91,148.0,7.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
15099,12,15000.0,48.0,509.42,138.0,6.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
15100,7,100.0,48.0,606.32,23.0,1.0,150.0,Volkswagen,Tiguan VW Life TDI DSG,Automatik,Diesel
15101,11,14500.0,48.0,412.76,,,110.0,Skoda,Kamiq ŠKODA Active TSI DSG,Automatik,Benzin
15102,8,7500.0,48.0,432.59,,,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
15103,14,20800.0,48.0,1438.21,126.0,6.0,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
15104,11,18000.0,48.0,718.73,197.0,9.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
15105,15,10816.0,48.0,362.53,184.0,8.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15106,13,5357.0,48.0,387.26,137.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15107,13,20000.0,48.0,576.94,,,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
15108,9,5592.0,48.0,816.37,157.0,7.0,310.0,Cupra,Formentor VZ 2.0 TSI DSG 4Drive,Automatik,Benzin
15109,8,21.0,48.0,429.28,203.0,9.0,95.0,Volkswagen,Polo VW R-Line TSI,Manuelle Schaltung,Benzin
15110,7,5300.0,48.0,310.94,137.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15111,6,1.0,48.0,478.3,134.0,5.0,110.0,Seat,Leon SP Kombi FR 1.0 TSI,Manuelle Schaltung,Hybrid
15112,6,2800.0,48.0,350.71,145.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15113,4,10.0,48.0,401.02,125.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15114,5,1.0,48.0,327.06,179.0,8.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15115,11,20000.0,48.0,542.42,126.0,6.0,150.0,Seat,Tarraco Style 1.5 TSI ACT,Manuelle Schaltung,Benzin
15116,4,1000.0,48.0,447.9,125.0,6.0,95.0,Audi,A1 allstreet 25 TFSI intense,Manuelle Schaltung,Benzin
15117,13,11399.0,48.0,528.35,,,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
15118,18,14584.0,48.0,392.94,142.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15119,13,13780.0,48.0,445.8,125.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15120,9,5000.0,48.0,470.57,158.0,6.0,110.0,Volkswagen,Taigo VW Life TSI DSG,Automatik,Benzin
15121,8,8000.0,48.0,607.08,171.0,8.0,150.0,Seat,Leon SP Kombi FR 2.0 TDI DSG,Automatik,Diesel
15122,8,7878.0,48.0,791.15,135.0,6.0,150.0,Seat,Alhambra FR TSI DSG,Automatik,Benzin
15123,27,28733.0,48.0,639.62,155.0,7.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
15124,6,1000.0,48.0,773.7,143.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15125,2,201.0,48.0,574.01,153.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
15126,2,201.0,48.0,382.58,140.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
15127,35,18903.0,48.0,256.33,133.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
15128,52,57909.0,48.0,242.28,136.0,5.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
15129,3,25.0,48.0,904.15,197.0,9.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
15130,23,26189.0,48.0,445.8,138.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
15131,0,15.0,48.0,414.94,130.0,5.0,120.0,Hyundai,"i30 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
15132,29,20020.0,48.0,374.9,175.0,7.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
15133,2,0.0,48.0,755.81,124.0,5.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
15134,8,48000.0,48.0,537.86,197.0,9.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
15135,3,1.0,48.0,599.64,184.0,8.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15136,3,201.0,48.0,799.4,133.0,5.0,200.0,Skoda,Octavia ŠKODA Combi RS TDI DSG,Automatik,Benzin
15137,3,1.0,48.0,514.3,122.0,5.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
15138,2,1.0,48.0,712.44,171.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
15139,3,1000.0,48.0,421.56,147.0,6.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
15140,50,103693.0,48.0,379.44,131.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
15141,8,4100.0,48.0,577.93,125.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15142,59,81115.0,48.0,436.19,138.0,6.0,150.0,Volkswagen,Touran VW Comfortline TDI SCR DSG 7-Sitzer,Automatik,Diesel
15143,2,201.0,48.0,460.09,23.0,1.0,110.0,Volkswagen,T-Cross VW Style TSI,Manuelle Schaltung,Benzin
15144,2,201.0,48.0,574.24,131.0,6.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
15145,2,201.0,48.0,423.9,126.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15146,3,1.0,48.0,448.02,135.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
15147,2,201.0,48.0,789.53,42.0,2.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
15148,6,5000.0,48.0,773.7,171.0,8.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15149,7,5000.0,48.0,741.72,130.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15150,6,1000.0,48.0,780.08,230.0,10.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15151,6,15000.0,48.0,733.42,144.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15152,3,1.0,48.0,399.6,171.0,8.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
15153,4,5000.0,48.0,562.78,143.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15154,8,48000.0,48.0,564.86,153.0,7.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
15155,4,5000.0,48.0,553.01,140.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15156,4,15000.0,48.0,553.01,124.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15157,2,5000.0,48.0,796.26,26.0,1.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
15158,4,2000.0,48.0,565.93,175.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15159,2,4.0,48.0,420.14,122.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
15160,6,20000.0,48.0,553.01,123.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
15161,6,5000.0,48.0,748.12,128.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
15162,2,5000.0,48.0,325.31,154.0,7.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
15163,10,30000.0,48.0,544.12,194.0,9.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
15164,8,48000.0,48.0,554.74,128.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
15165,44,110000.0,48.0,555.59,205.0,9.0,231.0,Audi,A5 SB 45 TDI quattro tiptronic,Automatik,Diesel
15166,58,53000.0,48.0,399.41,138.0,6.0,136.0,Kia,"Sportage 2,0 CRDI AWD Gold",Manuelle Schaltung,Diesel
15167,49,99000.0,48.0,651.57,121.0,5.0,190.0,BMW,520 d M Sport Touring,Automatik,Benzin
15168,53,107586.0,48.0,471.38,,,150.0,Audi,A5 Sportback 2.0 TDI Sport,Automatik,Diesel
15169,4,1.0,48.0,740.44,144.0,6.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
15170,3,3000.0,48.0,365.48,118.0,5.0,92.0,Toyota,Yaris 1.5 VVT-i Hybrid GR Sport KlimaA KAM,Automatik,Benzin
15171,32,74146.0,48.0,843.41,146.0,6.0,177.0,Seat,Alhambra FR TDI DSG 4Drive,Automatik,Diesel
