,brand,mileage,deposit,number_of_miles,first_registration,duration,monthly_fee,horsepower,kilowatts,fuel_type,emissions,consumption
5014,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,86 €",207 PS,152 kW,Benzin,112 g/km,"4,9 l/100 km"
5015,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.901 km,03/2022,48 Monate (anpassbar),"469,00 €",204 PS,150 kW,Benzin,130 g/km,"4,9 l/100 km"
5016,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,36 Monate (anpassbar),"417,69 €",300 PS,221 kW,Benzin,156 g/km,"6,9 l/100 km"
5017,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,119 g/km,"5,3 l/100 km"
5018,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",131 PS,96 kW,Benzin,122 g/km,"5,4 l/100 km"
5019,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"439,00 €",250 PS,184 kW,Benzin,145 g/km,"6,0 l/100 km"
5020,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"355,81 €",150 PS,110 kW,Benzin,126 g/km,"4,8 l/100 km"
5021,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,02/2023,30 Monate (anpassbar),"157,00 €",75 PS,55 kW,Benzin,202 g/km,"8,9 l/100 km"
5022,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"439,00 €",300 PS,221 kW,Benzin,106 g/km,"4,6 l/100 km"
5023,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,60 Monate (anpassbar),"764,38 €",235 PS,173 kW,Diesel,109 g/km,"5,7 l/100 km"
5024,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",1.984 km,03/2023,48 Monate (anpassbar),"543,83 €",200 PS,147 kW,Diesel,78 g/km,"3,4 l/100 km"
5025,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",15.920 km,05/2022,48 Monate (anpassbar),"540,00 €",204 PS,150 kW,Diesel,144 g/km,"5,5 l/100 km"
5026,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"399,00 €",150 PS,110 kW,Andere,126 g/km,"4,8 l/100 km"
5027,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"358,00 €",310 PS,228 kW,Benzin,108 g/km,"4,8 l/100 km"
5028,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"285,00 €",122 PS,90 kW,Hybrid,144 g/km,"6,3 l/100 km"
5029,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"699,00 €",333 PS,245 kW,Andere,144 g/km,"6,4 l/100 km"
5030,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,54 Monate (anpassbar),"151,13 €",80 PS,59 kW,Benzin,,
5031,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"295,00 €",140 PS,103 kW,Benzin,132 g/km,"5,8 l/100 km"
5032,DS Automobiles,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"199,00 €",131 PS,96 kW,Diesel,112 g/km,"5,1 l/100 km"
5033,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"303,45 €",150 PS,110 kW,Benzin,125 g/km,"5,5 l/100 km"
5034,Dacia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"191,91 €",131 PS,96 kW,Benzin,188 g/km,"5,9 l/100 km"
5035,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"138,00 €",65 PS,48 kW,Benzin,160 g/km,"7,0 l/100 km"
5036,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"228,17 €",160 PS,118 kW,Benzin,157 g/km,"6,9 l/100 km"
5037,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"362,95 €",150 PS,110 kW,Diesel,130 g/km,"5,7 l/100 km"
5038,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"475,00 €",190 PS,140 kW,Benzin,,
5039,Citroën,5.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"280,85 €",136 PS,100 kW,Elektro,,
5040,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"195,00 €",110 PS,81 kW,Benzin,165 g/km,"6,3 l/100 km"
5041,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,24 Monate (anpassbar),"205,00 €",131 PS,96 kW,Benzin,132 g/km,"5,0 l/100 km"
5042,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"262,00 €",150 PS,110 kW,Benzin,145 g/km,"6,1 l/100 km"
5043,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",18.900 km,06/2022,48 Monate (anpassbar),"379,00 €",150 PS,110 kW,Diesel,197 g/km,"8,5 l/100 km"
5044,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"257,84 €",151 PS,111 kW,Elektro,98 g/km,"4,4 l/100 km"
5045,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"710,43 €",200 PS,147 kW,Diesel,,
5046,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"794,92 €",204 PS,150 kW,Diesel,43 g/km,"1,9 l/100 km"
5047,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"228,53 €",131 PS,96 kW,Benzin,111 g/km,"4,3 l/100 km"
5048,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"462,91 €",310 PS,228 kW,Benzin,132 g/km,"5,9 l/100 km"
5049,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15.000 km,01/2021,36 Monate (anpassbar),"169,00 €",101 PS,74 kW,Benzin,202 g/km,"8,8 l/100 km"
5050,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"176,12 €",110 PS,81 kW,Benzin,130 g/km,"5,7 l/100 km"
5051,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",4.445 km,01/2022,48 Monate (anpassbar),"509,00 €",245 PS,180 kW,Hybrid,176 g/km,"6,7 l/100 km"
5052,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",24.591 km,11/2020,24 Monate (anpassbar),"278,34 €",150 PS,110 kW,Diesel,,
5053,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"345,00 €",300 PS,221 kW,Benzin,124 g/km,"5,5 l/100 km"
5054,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,105 g/km,"4,7 l/100 km"
5055,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"210,63 €",150 PS,110 kW,Benzin,265 g/km,"10,1 l/100 km"
5056,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"326,94 €",151 PS,111 kW,Elektro,137 g/km,"6,0 l/100 km"
5057,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"209,99 €",101 PS,74 kW,Benzin,149 g/km,"6,6 l/100 km"
5058,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"719,00 €",299 PS,220 kW,Elektro,29 g/km,"1,2 l/100 km"
5059,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"333,00 €",110 PS,81 kW,Benzin,132 g/km,"5,8 l/100 km"
5060,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"474,81 €",241 PS,177 kW,Diesel,125 g/km,"5,0 l/100 km"
5061,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"326,93 €",131 PS,96 kW,Benzin,138 g/km,"6,1 l/100 km"
5062,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"249,00 €",140 PS,103 kW,Benzin,94 g/km,"4,2 l/100 km"
5063,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"574,00 €",197 PS,145 kW,Diesel,43 g/km,"1,9 l/100 km"
5064,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"253,67 €",131 PS,96 kW,Benzin,78 g/km,"3,4 l/100 km"
5065,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",19.195 km,09/2021,48 Monate (anpassbar),"299,00 €",160 PS,118 kW,Hybrid,108 g/km,"4,8 l/100 km"
5066,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"228,00 €",110 PS,81 kW,Benzin,124 g/km,"4,7 l/100 km"
5067,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"221,65 €",131 PS,96 kW,Benzin,127 g/km,"5,6 l/100 km"
5068,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,42 Monate (anpassbar),"104,80 €",67 PS,49 kW,Benzin,124 g/km,"5,5 l/100 km"
5069,Cupra,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"442,68 €",150 PS,110 kW,Hybrid,130 g/km,"5,7 l/100 km"
5070,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",8.750 km,03/2023,48 Monate (anpassbar),"1.249,00 €",598 PS,440 kW,Elektro,118 g/km,"5,2 l/100 km"
5071,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"285,00 €",122 PS,90 kW,Hybrid,134 g/km,"5,9 l/100 km"
5072,Dacia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"250,66 €",140 PS,103 kW,Hybrid,165 g/km,"7,3 l/100 km"
5073,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"312,46 €",131 PS,96 kW,Elektro,118 g/km,"5,2 l/100 km"
5074,Jaguar,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"660,00 €",200 PS,147 kW,Diesel,134 g/km,"5,9 l/100 km"
5075,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,155 g/km,"5,9 l/100 km"
5076,Kia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"279,00 €",230 PS,169 kW,Hybrid,130 g/km,"5,7 l/100 km"
5077,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"189,00 €",95 PS,70 kW,Benzin,109 g/km,"4,8 l/100 km"
5078,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",25.262 km,06/2022,48 Monate (anpassbar),"199,00 €",140 PS,103 kW,Benzin,,
5079,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"619,00 €",333 PS,245 kW,Benzin,109 g/km,"4,8 l/100 km"
5080,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"234,95 €",131 PS,96 kW,Benzin,,
5081,Fiat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"99,00 €",69 PS,51 kW,Benzin,140 g/km,"5,3 l/100 km"
5082,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"355,81 €",197 PS,145 kW,Diesel,124 g/km,"5,5 l/100 km"
5083,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"178,00 €",131 PS,96 kW,Benzin,132 g/km,"5,8 l/100 km"
5084,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"248,00 €",156 PS,115 kW,Elektro,123 g/km,"5,4 l/100 km"
5085,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"207,05 €",170 PS,125 kW,Elektro,135 g/km,"6,0 l/100 km"
5086,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"407,77 €",150 PS,110 kW,Diesel,143 g/km,"5,5 l/100 km"
5087,Jeep,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"248,38 €",156 PS,115 kW,Elektro,148 g/km,"5,3 l/100 km"
5088,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"149,00 €",100 PS,74 kW,Benzin,123 g/km,"5,5 l/100 km"
5089,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"164,00 €",131 PS,96 kW,Benzin,140 g/km,"6,2 l/100 km"
5090,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"222,00 €",131 PS,96 kW,Benzin,144 g/km,"6,4 l/100 km"
5091,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"198,97 €",118 PS,87 kW,Elektro,149 g/km,"6,6 l/100 km"
5092,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"98,00 €",83 PS,61 kW,Benzin,144 g/km,"6,2 l/100 km"
5093,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"149,00 €",131 PS,96 kW,Benzin,132 g/km,"5,9 l/100 km"
5094,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"165,41 €",131 PS,96 kW,Benzin,119 g/km,"5,3 l/100 km"
5095,Mercedes-Benz,10.000 km (anpassbar),"0,00 € (anpassbar)",5.000 km,03/2023,48 Monate (anpassbar),"594,99 €",330 PS,243 kW,Diesel,97 g/km,"4,3 l/100 km"
5096,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"189,21 €",131 PS,96 kW,Benzin,155 g/km,"5,9 l/100 km"
5097,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",25 km,Neuwagen,12 Monate (anpassbar),"368,90 €",265 PS,195 kW,Benzin,150 g/km,"6,7 l/100 km"
5098,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"239,00 €",131 PS,96 kW,Benzin,101 g/km,"4,5 l/100 km"
5099,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"178,00 €",131 PS,96 kW,Benzin,123 g/km,"5,4 l/100 km"
5100,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"158,00 €",131 PS,96 kW,Benzin,132 g/km,"5,9 l/100 km"
5101,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"148,00 €",80 PS,59 kW,Benzin,,
5102,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"296,00 €",200 PS,147 kW,Diesel,146 g/km,"6,5 l/100 km"
5103,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"145,70 €",72 PS,53 kW,Benzin,175 g/km,"7,7 l/100 km"
5104,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"136,00 €",75 PS,55 kW,Benzin,,
5105,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"274,06 €",170 PS,125 kW,Elektro,151 g/km,"6,7 l/100 km"
5106,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"239,00 €",131 PS,96 kW,Benzin,141 g/km,"6,2 l/100 km"
5107,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"179,00 €",130 PS,96 kW,Benzin,135 g/km,"5,9 l/100 km"
5108,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"179,00 €",95 PS,70 kW,Benzin,143 g/km,"6,3 l/100 km"
5109,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"257,00 €",131 PS,96 kW,Benzin,134 g/km,"5,9 l/100 km"
5110,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"224,91 €",122 PS,90 kW,Elektro,138 g/km,"6,3 l/100 km"
5111,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"178,00 €",95 PS,70 kW,Benzin,145 g/km,"6,4 l/100 km"
5112,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"358,00 €",209 PS,154 kW,Diesel,144 g/km,"6,4 l/100 km"
5113,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"139,99 €",130 PS,96 kW,Benzin,124 g/km,"5,5 l/100 km"
5114,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"239,87 €",136 PS,100 kW,Elektro,125 g/km,"5,8 l/100 km"
5115,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"210,00 €",130 PS,96 kW,Benzin,143 g/km,"5,5 l/100 km"
5116,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"185,00 €",95 PS,70 kW,Benzin,146 g/km,"5,6 l/100 km"
5117,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"222,00 €",118 PS,87 kW,Elektro,136 g/km,"4,6 l/100 km"
5118,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"261,84 €",136 PS,100 kW,Elektro,228 g/km,"8,7 l/100 km"
5119,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,01/2023,30 Monate (anpassbar),"199,00 €",101 PS,74 kW,Benzin,97 g/km,"4,3 l/100 km"
5120,DS Automobiles,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"269,00 €",130 PS,96 kW,Benzin,120 g/km,"5,3 l/100 km"
5121,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"215,00 €",96 PS,71 kW,Benzin,133 g/km,"5,9 l/100 km"
5122,BMW,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"417,69 €",313 PS,230 kW,Elektro,136 g/km,"4,6 l/100 km"
5123,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",8 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,151 g/km,"6,7 l/100 km"
5124,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"201,11 €",110 PS,81 kW,Benzin,,
5125,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"199,00 €",130 PS,96 kW,Benzin,121 g/km,"5,4 l/100 km"
5126,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"158,52 €",131 PS,96 kW,Benzin,132 g/km,"5,8 l/100 km"
5127,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"209,00 €",110 PS,81 kW,Benzin,140 g/km,"5,3 l/100 km"
5128,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",129 PS,95 kW,Benzin,117 g/km,"5,1 l/100 km"
5129,Dacia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"169,00 €",45 PS,33 kW,Elektro,144 g/km,"6,4 l/100 km"
5130,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"248,00 €",131 PS,96 kW,Benzin,120 g/km,"5,3 l/100 km"
5131,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.302 km,04/2022,36 Monate (anpassbar),"499,00 €",204 PS,150 kW,Diesel,140 g/km,"6,2 l/100 km"
5132,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"207,06 €",170 PS,125 kW,Elektro,148 g/km,"5,3 l/100 km"
5133,DS Automobiles,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"177,00 €",130 PS,96 kW,Diesel,130 g/km,"5,6 l/100 km"
5134,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"149,00 €",130 PS,96 kW,Benzin,131 g/km,"5,8 l/100 km"
5135,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",4.500 km,06/2022,36 Monate (anpassbar),"219,00 €",101 PS,74 kW,Benzin,150 g/km,"6,6 l/100 km"
5136,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"284,01 €",160 PS,118 kW,Benzin,147 g/km,"6,5 l/100 km"
5137,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"139,77 €",91 PS,67 kW,Benzin,155 g/km,"6,9 l/100 km"
5138,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"275,00 €",136 PS,100 kW,Elektro,134 g/km,"5,0 l/100 km"
5139,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"249,00 €",131 PS,96 kW,Benzin,131 g/km,"5,8 l/100 km"
5140,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"179,82 €",131 PS,96 kW,Benzin,128 g/km,"5,7 l/100 km"
5141,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"274,35 €",131 PS,96 kW,Benzin,137 g/km,"6,0 l/100 km"
5142,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"209,00 €",131 PS,96 kW,Benzin,149 g/km,"6,6 l/100 km"
5143,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"219,00 €",110 PS,81 kW,Benzin,144 g/km,"6,4 l/100 km"
5144,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"303,00 €",151 PS,111 kW,Elektro,128 g/km,"5,7 l/100 km"
5145,Ford,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",125 PS,92 kW,Hybrid,121 g/km,"5,4 l/100 km"
5146,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"312,00 €",136 PS,100 kW,Elektro,134 g/km,"5,9 l/100 km"
5147,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"285,00 €",160 PS,118 kW,Benzin,144 g/km,"5,5 l/100 km"
5148,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"219,00 €",131 PS,96 kW,Benzin,198 g/km,"7,3 l/100 km"
5149,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"199,99 €",96 PS,71 kW,Benzin,141 g/km,"6,4 l/100 km"
5150,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"255,00 €",131 PS,96 kW,Benzin,138 g/km,"6,1 l/100 km"
5151,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"235,62 €",300 PS,221 kW,Benzin,178 g/km,"6,8 l/100 km"
5152,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"230,00 €",130 PS,96 kW,Benzin,126 g/km,"5,0 l/100 km"
5153,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"484,60 €",269 PS,198 kW,Elektro,144 g/km,"6,4 l/100 km"
5154,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"259,00 €",110 PS,81 kW,Benzin,139 g/km,"6,2 l/100 km"
5155,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"396,27 €",184 PS,135 kW,Elektro,106 g/km,"4,7 l/100 km"
5156,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"185,00 €",130 PS,96 kW,Benzin,141 g/km,"6,2 l/100 km"
5157,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,132 g/km,"5,9 l/100 km"
